"book_id","goodreads_book_id","isbn","authors","title","average_rating","ratings_count","work_ratings_count","work_text_reviews_count","ratings_1","ratings_2","ratings_3","ratings_4","ratings_5","top_1","top_2","top_3","top_4","top_5"
1944,51428,"385733410","Libba Bray","Rebel Angels (Gemma Doyle, #2)",3.98,81420,83916,3101,2320,4306,17352,28982,30956,"fantasy","young adult","historical-fiction","young adult","historical"
1945,344262,"038533916X","Karen Marie Moning","Bloodfever (Fever, #2)",4.3,69032,78241,4322,408,1705,10116,27406,38606,"urban-fantasy","fantasy","paranormal","romance","romance"
1946,2702704,"385341636","Karen Marie Moning","Faefever (Fever, #3)",4.34,68452,76689,3989,564,1583,9222,25139,40181,"urban-fantasy","paranormal","romance","fae","fantasy"
1948,24120519,"159474758X","Ransom Riggs","Library of Souls (Miss Peregrine's Peculiar Children, #3)",4.15,58435,69660,7936,507,2285,11892,26480,28496,"fantasy","young adult","fiction","young adult","paranormal"
1949,3102,"486424545","E.M. Forster","Howards End",3.95,52006,58759,1930,1006,3045,13142,22192,19374,"fiction","literature","british","historical-fiction","classics"
1950,102458,"1593070942","Mike Mignola, John Byrne","Hellboy, Vol. 1: Seed of Destruction (Hellboy, #1)",4.11,48485,49057,618,1015,1893,8616,16450,21083,"comics","graphic novels","graphic-novel","fantasy","horror"
1952,15724396,"1423160916","Rick Riordan","The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",4.26,78157,86588,8632,1560,2450,11297,27788,43493,"fantasy","mythology","young adult","rick-riordan","young adult"
1953,54499,"140439242","Alexandre Dumas, Francine du Plessix Gray, Joachim Neugroschel","The Man in the Iron Mask (The D'Artagnan Romances, #3.3)",3.97,51856,56208,747,518,2517,13643,20941,18589,"classics","fiction","historical-fiction","classics","adventure"
1954,89717,"143039989","Shirley Jackson, Laura   Miller","The Haunting of Hill House",3.89,55367,62514,5116,1098,4174,14899,22377,19966,"horror","classics","fiction","gothic","mystery"
1955,18864,"684856476","Hunter S. Thompson","The Rum Diary",3.83,39300,43380,1829,415,2630,11809,17420,11106,"fiction","classics","literature","gonzo","american"
1956,8253,"60885432","Laura Ingalls Wilder, Garth Williams","Little Town on the Prairie  (Little House, #7)",4.18,63615,68312,831,836,1973,12139,22202,31162,"classics","historical-fiction","children","fiction","children"
1957,31122,"312181108","Dodie Smith","I Capture the Castle",4,56444,65645,6587,941,3334,13581,24645,23144,"fiction","classics","young adult","historical-fiction","romance"
1958,7933617,"1905654871","P.C. Cast, Kristin Cast","Destined (House of Night, #9)",4.04,56737,63949,2535,1595,3865,12696,18186,27607,"vampires","young adult","house-of-night","fantasy","paranormal"
1959,6048530,"312383282","Janet Evanovich","Finger Lickin' Fifteen (Stephanie Plum, #15)",3.98,65904,70872,3795,578,3242,17002,25909,24141,"mystery","janet-evanovich","fiction","humor","stephanie-plum"
1960,38500,"61177598","Charles Bukowski","Women",3.89,41866,46203,2040,1068,3035,10345,17330,14425,"fiction","bukowski","classics","literature","american"
1961,159178,"451200810","John Jakes","North and South (North and South, #1)",4.19,49016,50223,714,455,1529,8463,17335,22441,"historical-fiction","fiction","historical","civil-war","history"
1962,6587387,"044101819X","Patricia Briggs","Silver Borne (Mercy Thompson, #5)",4.38,71830,77852,2558,181,837,8425,28015,40394,"urban-fantasy","fantasy","paranormal","werewolves","romance"
1963,31259,"752858491","Robert Ludlum","The Bourne Ultimatum (Jason Bourne, #3)",4.04,47682,50319,785,519,2005,10269,19585,17941,"fiction","thriller","mystery","espionage","robert-ludlum"
1964,68488,"6486010","Robin Hobb","Fool's Errand (Tawny Man, #1)",4.29,50758,56491,1297,381,1096,7146,21191,26677,"fantasy","fiction","science fiction","robin-hobb","science fiction"
1965,20821111,"399167838","Marie Lu","The Young Elites (The Young Elites, #1)",3.93,60930,72215,10093,1719,4372,15294,26691,24139,"fantasy","young adult","young adult","dystopian","romance"
1966,59810,"515126772","Nora Roberts","Jewels of the Sun (Gallaghers of Ardmore, #1)",4.22,50630,52743,1027,506,1433,8997,17025,24782,"romance","nora-roberts","contemporary-romance","fiction","fantasy"
1967,30659,"140449337","Marcus Aurelius, Martin Hammond, Diskin Clay","Meditations",4.2,43876,55309,2613,825,2162,8561,17232,26529,"classics","history","philosophy","non-fiction","self-help"
1968,34262,"078684907X","Dave Barry, Ridley Pearson, Greg Call","Peter and the Starcatchers (Peter and the Starcatchers, #1)",4.01,57575,60040,4375,1123,2878,12131,21772,22136,"fantasy","young adult","fiction","adventure","children"
1969,475,"143036556","Jared Diamond","Collapse: How Societies Choose to Fail or Succeed",3.92,44238,47025,2667,779,2395,10680,19285,13886,"non-fiction","history","non-fiction","science","anthropology"
1970,41219,"679735909","A.S. Byatt","Possession",3.88,56064,59734,3563,2331,4550,12121,19713,21019,"fiction","historical-fiction","romance","mystery","classics"
1971,2753843,"1423102282","Melissa de la Cruz","Revelations (Blue Bloods, #3)",3.89,66170,68531,1565,1418,4674,17551,20935,23953,"young adult","vampires","fantasy","young adult","paranormal"
1972,19668,"425143325","Tom Clancy","Without Remorse (Jack Ryan Universe, #1)",4.16,47148,49880,931,577,1620,8528,17634,21521,"fiction","thriller","tom-clancy","clancy","action"
1973,93981,"1566195764","Sigmund Freud","The Interpretation of Dreams",3.81,41081,44144,571,1436,3378,11331,13933,14066,"psychology","philosophy","classics","science","non-fiction"
1974,19581,"671685635","Peter Straub","Ghost Story",3.95,53017,55028,1335,1223,3213,12055,19132,19405,"horror","fiction","ghosts","paranormal","mystery"
1975,65110,"64410153","Lemony Snicket, Brett Helquist","The Penultimate Peril (A Series of Unfortunate Events, #12)",4.02,67482,69718,1581,778,3242,15198,24874,25626,"fiction","young adult","children","mystery","fantasy"
1976,25,"076790382X","Bill Bryson","I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away",3.89,44610,49430,2335,601,2332,12624,20065,13808,"humor","non-fiction","memoir","essays","non-fiction"
1977,65112,"64410161","Lemony Snicket, Brett Helquist","The End (A Series of Unfortunate Events, #13)",3.99,67018,69582,3066,1628,4360,14247,22189,27158,"fiction","young adult","children","fantasy","mystery"
1978,14241,"143035746","Mary Karr","The Liars' Club",3.92,45153,47561,2259,950,2756,10793,17561,15501,"memoir","non-fiction","memoirs","non-fiction","biography"
1979,15985348,"193700788X","Charlaine Harris","Dead Ever After (Sookie Stackhouse, #13)",3.39,49926,66941,9201,5280,9510,19931,18129,14091,"fantasy","vampires","paranormal","urban-fantasy","fiction"
1980,24830,"000712774X","Ray Bradbury","The Illustrated Man",4.13,49551,57968,2615,341,1688,10484,22836,22619,"science fiction","science fiction","short-stories","fiction","fantasy"
1982,17934530,"374104093","Jeff VanderMeer","Annihilation (Southern Reach, #1)",3.62,45353,53301,7109,1939,5513,14754,19539,11556,"science fiction","science fiction","fiction","horror","fantasy"
1984,58922,"60775823","Margaret Wise Brown, Clement Hurd","The Runaway Bunny",4.14,52974,54257,756,1207,2654,9854,14278,26264,"picture-books","children","children","children","children"
1985,8520362,"553805371","Stephen Hawking, Leonard Mlodinow","The Grand Design",4,42687,46147,1962,1107,2090,9079,17175,16696,"science","non-fiction","physics","non-fiction","philosophy"
1986,5345,"385517238","John Grisham","The Innocent Man: Murder and Injustice in a Small Town",3.79,43793,48240,3891,1412,3719,12250,17282,13577,"non-fiction","true-crime","law","history","non-fiction"
1987,10617,"452277752","Richard Bachman, Stephen King","The Bachman Books",4.1,52824,56217,651,555,1793,11043,20833,21993,"horror","stephen-king","fiction","short-stories","king"
1988,17568801,"140006922X","Reza Aslan","Zealot: The Life and Times of Jesus of Nazareth",3.82,41094,45545,4614,2180,2881,9647,16978,13859,"history","non-fiction","religion","non-fiction","biography"
1989,761732,"812551494","Terry Goodkind","Soul of the Fire (Sword of Truth, #5)",3.87,48632,51496,704,1280,3757,12489,17047,16923,"fantasy","sword-of-truth","fiction","terry-goodkind","science fiction"
1990,11331421,"1590514637","Jan-Philipp Sendker, Kevin Wiliarty","The Art of Hearing Heartbeats",3.98,41647,50338,5650,704,2697,10330,19670,16937,"fiction","historical-fiction","romance","bookclub","burma"
1991,8935689,"1857231384","Iain M. Banks","Consider Phlebas (Culture, #1)",3.85,48649,53499,2666,1083,3656,12772,20533,15455,"science fiction","science fiction","fiction","science fiction","space-opera"
1992,759945,"671646788","David J. Schwartz","The Magic of Thinking Big",4.19,40023,42603,1163,640,1589,6992,13083,20299,"business","non-fiction","self-help","self-help","self-help"
1993,31332,"345434803","Anne Rice","The Vampire Armand (The Vampire Chronicles, #6)",3.75,54919,57566,756,1129,4866,17158,18670,15743,"horror","vampires","fantasy","fiction","anne-rice"
1995,768889,"6479901","George R.R. Martin","A Storm of Swords: Steel and Snow (A Song of Ice and Fire, #3: Part 1 of 2)",4.49,42072,52461,1627,147,435,4141,16561,31177,"fantasy","fiction","science fiction","a-song-of-ice-and-fire","game-of-thrones"
1996,180617,"140382623","Carlo Collodi, John Boyne, Monteiro Lobato, Unknown","Pinocchio",3.86,48961,55985,1405,1235,4063,14916,17113,18658,"children","children","rory-gilmore-reading-challenge","children","fairy-tales"
1997,9565548,"054762834X","Robin LaFevers","Grave Mercy (His Fair Assassin, #1)",3.92,70476,74683,7661,2257,4487,15591,27223,25125,"fantasy","historical-fiction","young adult","young adult","romance"
1998,833253,"1565075722","Stormie Omartian","The Power of a Praying Wife",4.31,22618,41057,774,591,1235,5534,11257,22440,"christianity","marriage","non-fiction","prayer","faith"
1999,249,"802131786","Henry Miller","Tropic of Cancer",3.71,45518,49701,2526,2313,4591,12278,16494,14025,"fiction","classics","classics","literary-fiction","american-literature"
2000,3086160,"60393491","Wally Lamb","The Hour I First Believed",3.8,46475,50586,6180,1214,4088,12596,18566,14122,"fiction","historical-fiction","contemporary-fiction","contemporary","adult-fiction"
2001,7952502,"61997811","Brian Sibley","Harry Potter: Film Wizardry",4.48,45081,46063,526,1058,984,4017,8553,31451,"fantasy","non-fiction","non-fiction","young adult","magic"
2002,18386,"1600964338","Leo Tolstoy, Aylmer Maude","The Death of Ivan Ilych",4.04,46357,55750,2623,580,2384,11406,21407,19973,"russian","literature","classics","short-stories","philosophy"
2003,23995231,"345534182","Paula McLain","Circling the Sun",3.93,37839,48775,5918,784,2279,10501,21395,13816,"historical-fiction","fiction","africa","historical","audio"
2004,5306,"142000701","John Steinbeck","Travels with Charley: In Search of America",4.07,45856,51951,3737,664,1971,9843,20207,19266,"non-fiction","travel","classics","memoir","non-fiction"
2005,10950924,"145161747X","Alice Hoffman","The Dovekeepers",4.02,48640,54581,7099,1253,2992,9704,20015,20617,"historical-fiction","fiction","historical","magical-realism","history"
2006,2890090,"553804693","Scott Lynch","The Republic of Thieves (Gentleman Bastard, #3)",4.23,45320,53545,3565,211,1250,7538,21533,23013,"fantasy","fiction","science fiction","adventure","science fiction"
2007,113304,"1903434777","Cornelia Funke","The Thief Lord",3.95,60780,68465,3391,751,3450,16442,25758,22064,"fantasy","young adult","young adult","adventure","middle-grade"
2008,12983100,"1444778536","Susan Ee","World After (Penryn & the End of Days, #2)",4.22,33994,69103,7048,782,2065,10272,24341,31643,"young adult","fantasy","angels","dystopian","paranormal"
2009,14996,"553804804","Dean Koontz","Brother Odd (Odd Thomas, #3)",3.98,48400,52377,2165,479,2534,12186,19684,17494,"horror","dean-koontz","fiction","thriller","fantasy"
2010,42603,"451208641","John Howard Griffin","Black Like Me",4.12,47324,49655,2065,385,1487,9360,18937,19486,"non-fiction","non-fiction","history","memoir","classics"
2011,1840511,"385517882","Chuck Palahniuk","Snuff",3.18,43496,46968,2564,3063,8963,17291,11797,5854,"fiction","chuck-palahniuk","contemporary","palahniuk","adult"
2012,13140,"446692654","James Patterson","Jack & Jill (Alex Cross, #3)",3.95,51119,56005,1228,325,1928,14459,23052,16241,"james-patterson","mystery","fiction","alex-cross","thriller"
2013,5015,"1400076196","Ian McEwan","Saturday",3.61,45567,49409,3460,1779,4652,14205,18983,9790,"fiction","contemporary","contemporary-fiction","british","literature"
2014,185911,"345466608","Jonathan Kellerman","When the Bough Breaks (Alex Delaware, #1)",4.02,48860,50189,578,588,1626,11036,20020,16919,"mystery","crime","thriller","mystery","alex-delaware"
2015,83674,"446364495","Robert James Waller","The Bridges of Madison County",3.51,56428,61065,3458,4612,7891,15859,16846,15857,"fiction","romance","chick-lit","classics","contemporary"
2016,4494917,"593057058","Lee Child","Gone Tomorrow (Jack Reacher, #13)",4.17,51570,59755,2359,411,1270,9698,24969,23407,"lee-child","thriller","fiction","mystery","jack-reacher"
2017,4588949,"385735294","Michael Scott","The Sorceress (The Secrets of the Immortal Nicholas Flamel, #3)",4.11,58278,61599,1929,925,2256,11397,21804,25217,"fantasy","young adult","young adult","fiction","magic"
2018,13507212,"805090037","Hilary Mantel","Bring Up the Bodies (Thomas Cromwell, #2)",4.26,42306,51656,6371,697,1446,5965,18969,24579,"historical-fiction","fiction","historical","history","england"
2019,2921082,"545060397","Rick Riordan","The Maze of Bones  (The 39 Clues, #1)",3.83,59536,61950,4229,1998,4684,15438,19737,20093,"mystery","adventure","young adult","39-clues","fiction"
2020,603204,"28610105","Mark Bittman","How to Cook Everything: Simple Recipes for Great Food",4.02,52708,54604,638,2351,3093,9740,15557,23863,"food","food","food","food","non-fiction"
2021,690926,"316003727","Stephenie Meyer","The Twilight Collection (Twilight, #1-3)",3.78,42361,42383,1127,4560,3613,6924,8607,18679,"young adult","fantasy","vampires","young adult","romance"
2022,857502,"486234118","Wassily Kandinsky","Concerning the Spiritual in Art",3.81,56444,56966,187,3439,4915,12528,14415,21669,"art","non-fiction","philosophy","art-history","non-fiction"
2023,186190,"743453255","Winston Groom","Forrest Gump (Forrest Gump, #1)",4.06,45660,49345,1606,1466,2973,8307,15110,21489,"fiction","humor","historical-fiction","classics","movies"
2024,11991,"679720227","Albert Camus, Justin O'Brien","The Fall",4.05,43269,50340,1894,491,2115,10022,19296,18416,"fiction","philosophy","classics","french","literature"
2025,7572,"1842430246","Tom Robbins","Even Cowgirls Get the Blues",3.74,40840,43976,1609,1104,3340,12167,16521,10844,"fiction","humor","literature","contemporary","magical-realism"
2026,6138,"375757856","Wilkie Collins, Carolyn G. Heilbrun","The Moonstone",3.9,50322,58283,3297,1256,3266,13487,22376,17898,"classics","mystery","fiction","classics","victorian"
2028,13521,"60747226","Gregory Maguire, Douglas Smith","Son of a Witch (The Wicked Years, #2)",3.45,48982,53081,3339,1945,6888,18424,16720,9104,"fantasy","gregory-maguire","fiction","adult","science fiction"
2029,815309,"224081187","Ian McEwan","On Chesil Beach",3.54,43698,50781,5255,1862,5499,15904,18463,9053,"fiction","contemporary","historical-fiction","literary-fiction","british"
2030,64854,"449223604","Sue Grafton","M is for Malice (Kinsey Millhone, #13)",4.07,52843,54359,551,344,1144,12079,21480,19312,"mystery","sue-grafton","fiction","mystery","crime"
2031,6531,"751530484","Patricia Cornwell","Point of Origin (Kay Scarpetta, #9)",4.02,48683,51078,522,412,1705,11930,19560,17471,"mystery","patricia-cornwell","crime","fiction","thriller"
2032,106264,"618062416","Patricia MacLachlan","Sarah, Plain and Tall (Sarah, Plain and Tall, #1)",3.72,53317,60099,2038,1493,5145,17960,19486,16015,"classics","children","children","children","newbery"
2034,33454,"60735414","Christopher Moore","Bloodsucking Fiends (A Love Story, #1)",3.93,48520,52540,2221,648,2320,12604,21298,15670,"humor","fiction","fantasy","vampires","paranormal"
2035,7857195,"316038393","David Sedaris, Ian Falconer","Squirrel Seeks Chipmunk: A Modest Bestiary",3.34,48061,50577,4897,3249,7652,16973,14140,8563,"fiction","short-stories","comedy","animals","humour"
2036,7015403,"159285849X","Brené Brown","The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are",4.17,46635,51734,3712,943,2048,7885,17437,23421,"non-fiction","psychology","self-help","non-fiction","self-help"
