"book_id","goodreads_book_id","authors","title","average_rating","ratings_1","ratings_2","ratings_3","ratings_4","ratings_5","image_url","top_1","top_2","top_3","top_4","top_5"
391,7784,"Dr. Seuss","The Lorax",4.5,3193,6884,29815,57259,133212,"https://images.gr-assets.com/books/1327879938m/7784.jpg","children","children","classics","children","children"
392,389627,"Jeff Kinney","Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",4,10196,18564,53471,69722,111316,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","humor","diary-of-a-wimpy-kid","children","fiction","children"
393,7896527,"Sarah J. Maas","Throne of Glass (Throne of Glass, #1)",4,8471,12115,41710,96202,169367,"https://images.gr-assets.com/books/1495278054m/7896527.jpg","young adult","young adult","romance","magic","fantasy"
394,2802316,"Richelle Mead","Shadow Kiss (Vampire Academy, #3)",4.5,2876,6532,32789,78293,158473,"https://images.gr-assets.com/books/1361099049m/2802316.jpg","young adult","vampires","fantasy","paranormal","young adult"
395,46170,"Ernest Hemingway","For Whom the Bell Tolls",4,4578,11772,43122,75680,71067,"https://images.gr-assets.com/books/1492591524m/46170.jpg","classics","fiction","classics","literature","war"
396,3367956,"Jamie Ford","Hotel on the Corner of Bitter and Sweet",4,2345,9368,44408,88468,66747,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","historical-fiction","fiction","historical","bookclub","romance"
397,343,"Patrick Süskind, John E. Woods","Perfume: The Story of a Murderer",4,5659,12862,41804,78658,83771,"https://images.gr-assets.com/books/1409112276m/343.jpg","fiction","historical-fiction","classics","horror","mystery"
398,1097,"Eric Schlosser","Fast Food Nation: The Dark Side of the All-American Meal",3.5,7881,12314,47602,69009,46555,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","non-fiction","non-fiction","food","health","sociology"
399,3950967,"J.K. Rowling","The Tales of Beedle the Bard",4,3019,15025,69367,103350,128346,"https://images.gr-assets.com/books/1373467575m/3950967.jpg","fantasy","young adult","fiction","short-stories","children"
400,22328,"William Gibson","Neuromancer",4,9313,14728,40328,65376,72672,"https://images.gr-assets.com/books/1167348726m/22328.jpg","fiction","science fiction","science fiction","science fiction","science fiction"
401,10799,"Ernest Hemingway","A Farewell to Arms",4,6224,16181,50604,77096,57418,"https://images.gr-assets.com/books/1313714836m/10799.jpg","classics","fiction","classics","literature","war"
402,391729,"Edgar Allan Poe","The Tell-Tale Heart and Other Writings",4,2456,6438,33803,70786,84153,"https://images.gr-assets.com/books/1327936583m/391729.jpg","classics","fiction","horror","my-ebooks","short-stories"
403,10534,"Sun Tzu, Thomas Cleary","The Art of War",4,2930,11589,48265,70644,70520,"https://images.gr-assets.com/books/1453417993m/10534.jpg","non-fiction","philosophy","non-fiction","politics","business"
404,11367726,"William Landay","Defending Jacob",4,2777,8608,42024,87107,61550,"https://images.gr-assets.com/books/1329612158m/11367726.jpg","fiction","mystery","thriller","crime","suspense"
405,4980,"Kurt Vonnegut Jr.","Breakfast of Champions",4,2137,7189,34421,72558,70872,"https://images.gr-assets.com/books/1327934446m/4980.jpg","classics","science fiction","humor","literature","science fiction"
406,627206,"Betty Edwards","The New Drawing on the Right Side of the Brain",4,16846,16544,44024,56358,90678,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","education","arts","on-hold","creative","instructional"
407,5826,"Ann Patchett","Bel Canto",4,4523,13395,43193,71190,67955,"https://images.gr-assets.com/books/1352997328m/5826.jpg","fiction","contemporary","contemporary-fiction","bookclub","literary-fiction"
408,1842,"Jared Diamond","Guns, Germs, and Steel: The Fates of Human Societies",4,4352,9752,35299,68549,67491,"https://images.gr-assets.com/books/1453215833m/1842.jpg","history","non-fiction","non-fiction","science","anthropology"
409,9375,"Fannie Flagg","Fried Green Tomatoes at the Whistle Stop Cafe",4.5,1259,4353,31358,79626,99690,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","historical-fiction","chick-lit","lgbtq","classics"
410,37781,"Chinua Achebe","Things Fall Apart (The African Trilogy, #1)",3.5,9494,22041,59144,74584,48097,"https://images.gr-assets.com/books/1352082529m/37781.jpg","fiction","classics","africa","historical-fiction","school"
411,33722,"Sophie Kinsella","The Undomestic Goddess",4,4985,13344,56048,75290,59694,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","chick-lit","romance","fiction","contemporary","humor"
412,567795,"Gary Chapman","The Five Love Languages: How to Express Heartfelt Commitment to Your Mate",4,2672,6275,29306,63108,94077,"https://images.gr-assets.com/books/1369401342m/567795.jpg","non-fiction","self-help","relationships","non-fiction","christianity"
414,6948436,"Chris Cleave","Little Bee",3.5,5111,16849,54949,77107,43937,"https://images.gr-assets.com/books/1344401905m/6948436.jpg","historical-fiction","fiction","adult-fiction","contemporary-fiction","adult"
415,3975774,"Alyson Noel","Evermore (The Immortals, #1)",3.5,16941,29301,59174,59075,71213,"https://images.gr-assets.com/books/1362336360m/3975774.jpg","young adult","fantasy","paranormal","romance","young adult"
416,6327,"Roald Dahl, Quentin Blake","The Witches",4,3156,7583,40191,79598,103617,"https://images.gr-assets.com/books/1351707720m/6327.jpg","children","fantasy","fiction","children","children"
417,40440,"Diane Setterfield","The Thirteenth Tale",4,4510,12847,49274,85569,76402,"https://images.gr-assets.com/books/1346267826m/40440.jpg","fiction","mystery","historical-fiction","gothic","adult"
418,6479259,"Richelle Mead","Spirit Bound (Vampire Academy, #5)",4.5,2755,5907,26981,66097,133336,"https://images.gr-assets.com/books/1291168967m/6479259.jpg","young adult","paranormal","vampires","young adult","fantasy"
419,5996153,"Richelle Mead","Blood Promise (Vampire Academy, #4)",4.5,2186,6182,30711,70250,135047,"https://images.gr-assets.com/books/1442530605m/5996153.jpg","young adult","vampires","fantasy","paranormal","young adult"
420,3478,"Nicholas Sparks","Message in a Bottle",4,4500,11979,44190,59999,71333,"https://images.gr-assets.com/books/1163789140m/3478.jpg","romance","fiction","chick-lit","contemporary","adult"
421,8683812,"Paula McLain","The Paris Wife",4,3575,12959,53900,89887,47269,"https://images.gr-assets.com/books/1320545874m/8683812.jpg","historical-fiction","fiction","historical","romance","france"
422,862041,"J.K. Rowling","Harry Potter Boxset (Harry Potter, #1-7)",4.5,1105,1285,7020,30666,164049,"https://images.gr-assets.com/books/1392579059m/862041.jpg","fiction","fantasy","young adult","adventure","children"
423,16248068,"Kiera Cass","The Elite (The Selection, #2)",4,4780,15546,53644,91201,104645,"https://images.gr-assets.com/books/1391454595m/16248068.jpg","young adult","romance","dystopian","young adult","dystopian"
424,119073,"Umberto Eco, William Weaver, Seán Barrett","The Name of the Rose",4,4575,10031,36282,79311,94775,"https://images.gr-assets.com/books/1415375471m/119073.jpg","fiction","historical-fiction","mystery","classics","historical"
425,46799,"Beatrice Sparks, Anonymous","Go Ask Alice",4,7940,18269,51957,63188,64200,"https://images.gr-assets.com/books/1327870536m/46799.jpg","fiction","young adult","non-fiction","classics","contemporary"
426,310612,"John Kennedy Toole, Walker Percy","A Confederacy of Dunces",4,10993,15078,31369,54306,73645,"https://images.gr-assets.com/books/1436747103m/310612.jpg","fiction","humor","literature","comedy","american"
427,92303,"Oscar Wilde","The Importance of Being Earnest",4,2127,7457,38513,85492,98667,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","classics","plays","fiction","drama","classics"
428,12127750,"Rick Riordan","The Mark of Athena (The Heroes of Olympus, #3)",4.5,2771,4480,26318,77876,182141,"https://images.gr-assets.com/books/1464201354m/12127750.jpg","fantasy","young adult","mythology","rick-riordan","young adult"
429,34497,"Terry Pratchett","The Color of Magic (Discworld, #1; Rincewind #1)",4,3601,11554,50463,81295,78701,"https://images.gr-assets.com/books/1407111017m/34497.jpg","fantasy","fiction","humor","humour","terry-pratchett"
430,4929,"Haruki Murakami, Philip Gabriel","Kafka on the Shore",4,2593,7557,30809,75564,78842,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","magical-realism","japan","fantasy","japanese"
431,28877,"Thomas Harris","Red Dragon (Hannibal Lecter, #1)",4,3012,7790,43235,80662,70734,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","horror","fiction","thriller","mystery","crime"
432,41804,"Isaac Asimov","I, Robot (Robot #0.1)",4,1221,5332,35107,82535,86024,"https://images.gr-assets.com/books/1388321463m/41804.jpg","science fiction","fiction","classics","science fiction","short-stories"
433,42899,"J.R. Ward","Dark Lover (Black Dagger Brotherhood, #1)",4,6659,10012,33160,64879,123923,"https://images.gr-assets.com/books/1429676285m/42899.jpg","romance","paranormal","vampires","romance","fantasy"
434,7791997,"Becca Fitzpatrick","Crescendo (Hush, Hush, #2)",4,5296,13835,43129,68217,103563,"https://images.gr-assets.com/books/1362408146m/7791997.jpg","young adult","angels","fantasy","paranormal","romance"
435,6482837,"Lauren Oliver","Before I Fall",4,6283,15320,50933,79050,80973,"https://images.gr-assets.com/books/1361044695m/6482837.jpg","young adult","young adult","contemporary","romance","fiction"
436,9777,"Arundhati Roy","The God of Small Things",4,5833,12631,37349,61880,64434,"https://images.gr-assets.com/books/1436217001m/9777.jpg","fiction","india","contemporary","historical-fiction","literature"
437,18079776,"Sue Monk Kidd","The Invention of Wings",4,1466,4021,25745,80524,82018,"https://images.gr-assets.com/books/1386699861m/18079776.jpg","historical-fiction","fiction","bookclub","slavery","audio"
438,6469165,"Liane Moriarty","What Alice Forgot",4,1599,6071,38562,93941,65605,"https://images.gr-assets.com/books/1377159022m/6469165.jpg","fiction","chick-lit","contemporary","read-in-2016","romance"
439,3869,"Stephen Hawking, Cao Chi, Phạm Văn Thiều","A Brief History of Time",4,2487,6028,30632,70364,71899,"https://images.gr-assets.com/books/1333578746m/3869.jpg","science","non-fiction","non-fiction","physics","history"
440,7315573,"Ken Follett","Fall of Giants (The Century Trilogy, #1)",4.5,2009,5158,24893,68375,90043,"https://images.gr-assets.com/books/1470384630m/7315573.jpg","historical-fiction","fiction","historical","history","ken-follett"
441,6320534,"Stephen King","Under the Dome",4,4863,12998,44938,74323,64200,"https://images.gr-assets.com/books/1268982908m/6320534.jpg","horror","fiction","science fiction","science fiction","thriller"
442,830,"Neal Stephenson","Snow Crash",4,7982,10158,29605,61336,78211,"https://images.gr-assets.com/books/1477624625m/830.jpg","science fiction","science fiction","fiction","science fiction","science fiction"
443,51738,"Sarah Dessen","Just Listen",4,3665,10143,40684,68323,85115,"https://images.gr-assets.com/books/1358270741m/51738.jpg","young adult","romance","contemporary","sarah-dessen","young adult"
444,99107,"A.A. Milne, Ernest H. Shepard","Winnie-the-Pooh (Winnie-the-Pooh, #1)",4.5,2636,5254,28148,60427,118748,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","children","fiction","children","children","classics"
445,9736930,"S.J. Watson","Before I Go to Sleep",4,3703,12436,51695,84940,60362,"https://images.gr-assets.com/books/1358353512m/9736930.jpg","fiction","mystery","thriller","suspense","mystery"
446,102868,"Arthur Conan Doyle","A Study in Scarlet",4,2318,5550,38107,85345,88795,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","classics","mystery","fiction","crime","classics"
447,2248573,"Christopher Paolini","Brisingr (The Inheritance Cycle, #3)",4,4273,13094,44147,75689,89738,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fantasy","young adult","dragons","fiction","young adult"
448,56495,"Rick Warren","The Purpose Driven Life: What on Earth Am I Here for?",4,9635,13051,34305,48395,71077,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","christianity","non-fiction","religion","spirituality","self-help"
449,676924,"P.C. Cast, Kristin Cast","Betrayed (House of Night, #2)",4,6222,15443,47467,62243,81886,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","young adult","romance","supernatural","fiction","young adult"
450,47212,"Jim Butcher","Storm Front (The Dresden Files, #1)",4,3325,9842,45940,80371,79964,"https://images.gr-assets.com/books/1419456275m/47212.jpg","fantasy","urban-fantasy","mystery","fiction","paranormal"
451,50398,"Jane Austen, Alfred MacAdam","Northanger Abbey",4,4132,15938,65157,84363,62709,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","classics","fiction","romance","classics","historical-fiction"
452,16101128,"Rick Yancey","The 5th Wave (The 5th Wave, #1)",4,6176,13097,47631,98816,121820,"https://images.gr-assets.com/books/1359853842m/16101128.jpg","young adult","science fiction","science fiction","dystopian","young adult"
453,10920,"Charles Frazier","Cold Mountain",4,6078,14021,43914,68143,57981,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","historical-fiction","fiction","historical","romance","civil-war"
454,767680,"Laura Joffe Numeroff, Felicia Bond","If You Give a Mouse a Cookie",4,3208,7772,32336,50573,104889,"https://images.gr-assets.com/books/1276046901m/767680.jpg","picture-books","children","children","children","children"
455,42155,"Emily Giffin","Something Blue (Darcy & Rachel, #2)",4,2164,9144,44161,68226,54834,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","chick-lit","fiction","romance","emily-giffin","chicklit"
456,12220,"Tennessee Williams","A Streetcar Named Desire",4,3436,11347,45238,74929,72033,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","plays","classics","drama","fiction","play"
457,10692,"Elizabeth Kostova","The Historian",4,8554,18768,48197,68781,63229,"https://images.gr-assets.com/books/1338298031m/10692.jpg","fiction","historical-fiction","fantasy","mystery","historical"
458,20170404,"Emily St. John Mandel","Station Eleven",4,4039,8449,33537,77755,65600,"https://images.gr-assets.com/books/1451446835m/20170404.jpg","fiction","science fiction","science fiction","dystopian","dystopian"
459,18774964,"Fredrik Backman, Henning Koch","A Man Called Ove",4.5,2589,5734,25138,81377,128602,"https://images.gr-assets.com/books/1405259930m/18774964.jpg","fiction","contemporary","humor","audio","bookclub"
460,18335634,"Cassandra Clare","Clockwork Princess (The Infernal Devices, #3)",4.5,1935,3804,16964,49313,175968,"https://images.gr-assets.com/books/1436788488m/18335634.jpg","fantasy","young adult","romance","young adult","paranormal"
461,1078,"Pearl S. Buck","The Good Earth (House of Earth, #1)",4,5262,11487,38413,67056,71187,"https://images.gr-assets.com/books/1312497600m/1078.jpg","china","literature","asia","school","adult-fiction"
